Temps,text
Mon Dec 14 17:15:06 +0000 2020, JimJordan: If Joe Biden had nothing to do with Hunter Biden\u2019s business dealings then why did Hunter request that his dad have a key t\u2026
Mon Dec 14 17:15:07 +0000 2020, HuberHammerQ: I'd like to know the truth about COVID. I'd like to know who collaborated with who. Why did Joe Biden tweet at POTUS abo\u2026
Mon Dec 14 17:15:07 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:07 +0000 2020, TomFitton: BREAKING: New email shows Joe Biden and Hunter Biden were office mates with executive for Chinese Communist energy company.
Mon Dec 14 17:15:07 +0000 2020, RudyGiuliani: Doesn't the MSM care that Joe Biden was in a business partnership with the Chinese Communists?
Mon Dec 14 17:15:07 +0000 2020, kylegriffin1: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump's attempt to overturn his loss to Democrat Joe Biden in\u2026
Mon Dec 14 17:15:07 +0000 2020,Joe Biden in the Democrats committed fraud in the voter election and nothing was done about it Bill Barr FBI set
Mon Dec 14 17:15:07 +0000 2020," RealSpikeCohen: Donald Trump's ATF raided Polymer80 for selling \""build it yourself\"" kits.\n\n\""The most 2nd amendment friendly president e\u2026"
Mon Dec 14 17:15:07 +0000 2020, LATiffani1: FACTS: Joe Biden sold his office his country to communist China for billions in cash. DNC\/Corp media buried this treason\u2026
Mon Dec 14 17:15:07 +0000 2020, BeachCity55: So we\u2019re the racists but those like you who voted for Joe \u201cYou ain\u2019t black\u201d Biden who didn\u2019t want his previous lily-white\u2026
Mon Dec 14 17:15:07 +0000 2020, kylegriffin1: So Joe Biden just won Wisconsin again.
Mon Dec 14 17:15:07 +0000 2020,joe biden is kinda cute \ud83d\udc40
Mon Dec 14 17:15:07 +0000 2020,"JeffreyGuterman realDonaldTrump After the Electoral College votes millions of people should unfollow Donald Trum\u2026 https:\/\/t.co\/aBNS5IU7sf""""displaytextrange"":34140""source"":""\u003ca href=\""https:\/\/mobile.twitter.com\"" rel=\""nofollow\""\u003eTwitter Web App\u003c\/a\u003e""""truncated"":true""inreplytostatusid"":1338518500885864452""inreplytostatusidstr"":""1338518500885864452""""inreplytouserid"":246103""inreplytouseridstr"":""246103""""inreplytoscreenname"":""JeffreyGuterman""""user"":""id"":1296902737393790982""idstr"":""1296902737393790982""""name"":""Michael Dale Sipes Jr.""""screenname"":""MichaelSipes16""""location"":null""url"":null""description"":""Army veteran.""""translatortype"":""none""""protected"":false""verified"":false""followerscount"":51""friendscount"":61""listedcount"":0""favouritescount"":2522""statusescount"":7095""createdat"":""Fri Aug 21 20:11:50 +0000 2020""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""F5F8FA""""profilebackgroundimageurl"":""""""profilebackgroundimageurlhttps"":""""""profilebackgroundtile"":false""profilelinkcolor"":""1DA1F2""""profilesidebarbordercolor"":""C0DEED""""profilesidebarfillcolor"":""DDEEF6""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/1336161908173369344\/rjuXcuT1normal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/1336161908173369344\/rjuXcuT1normal.jpg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/1296902737393790982\/1607934128""""defaultprofile"":true""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""extendedtweet"":""fulltext"":""JeffreyGuterman realDonaldTrump After the Electoral College votes millions of people should unfollow Donald Trump. He is no longer significant as Joe Biden will officially be the next President of the United States.""""displaytextrange"":34219""entities"":""hashtags"":""urls"":""usermentions"":""screenname"":""JeffreyGuterman""""name"":""Dr. Jeffrey Guterman""""id"":246103""idstr"":""246103""""indices"":016""screenname"":""realDonaldTrump""""name"":""Donald J. Trump""""id"":25073877""idstr"":""25073877""""indices"":1733""symbols"":""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""url"":""https:\/\/t.co\/aBNS5IU7sf""""expandedurl"":""https:\/\/twitter.com\/i\/web\/status\/1338532988364095488""""displayurl"":""twitter.com\/i\/web\/status\/1\u2026""""indices"":117140""usermentions"":""screenname"":""JeffreyGuterman""""name"":""Dr. Jeffrey Guterman""""id"":246103""idstr"":""246103""""indices"":016""screenname"":""realDonaldTrump""""name"":""Donald J. Trump""""id"":25073877""idstr"":""25073877""""indices"":1733""symbols"":""favorited"":false""retweeted"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966107823"""
Mon Dec 14 17:15:07 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:07 +0000 2020," Qtah17: BREAKING \ud83d\udea8\ud83d\udea8\ud83d\udea8\n\nRudy Giuliani states on war room: \""Joe Biden will never be President he could never get a security clearance he\u2026"
Mon Dec 14 17:15:08 +0000 2020," RealSpikeCohen: Donald Trump's ATF raided Polymer80 for selling \""build it yourself\"" kits.\n\n\""The most 2nd amendment friendly president e\u2026"
Mon Dec 14 17:15:08 +0000 2020," NewDay: Today 538 members of the Electoral College meet around the country to formally cast their state\u2019s vote. Will \""constitutional c\u2026"
Mon Dec 14 17:15:08 +0000 2020,Joe Biden wins Wisconsin... again! \nNot even sure how many times Joe has won the election now but it's a lot. \ud83d\ude02\u2026 https:\/\/t.co\/S3H6G2lbJE
Mon Dec 14 17:15:08 +0000 2020,"SenAlexander You're going to get primaried traitor!\n\nhttps:\/\/t.co\/lqpUEQj4M1""""displaytextrange"":1478""source"":""\u003ca href=\""https:\/\/mobile.twitter.com\"" rel=\""nofollow\""\u003eTwitter Web App\u003c\/a\u003e""""truncated"":false""inreplytostatusid"":1338190098672836609""inreplytostatusidstr"":""1338190098672836609""""inreplytouserid"":76649729""inreplytouseridstr"":""76649729""""inreplytoscreenname"":""SenAlexander""""user"":""id"":1232511843991740416""idstr"":""1232511843991740416""""name"":""WesternsOld""""screenname"":""WesternsRBest""""location"":null""url"":null""description"":""But there ain't no such a thing. A little's a little and a lot's a lot there ain't no little lot or lot of little don't you see?\n\nBolshevikLovingMarxists""""translatortype"":""none""""protected"":false""verified"":false""followerscount"":68""friendscount"":124""listedcount"":1""favouritescount"":15674""statusescount"":5843""createdat"":""Wed Feb 26 03:45:05 +0000 2020""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""F5F8FA""""profilebackgroundimageurl"":""""""profilebackgroundimageurlhttps"":""""""profilebackgroundtile"":false""profilelinkcolor"":""1DA1F2""""profilesidebarbordercolor"":""C0DEED""""profilesidebarfillcolor"":""DDEEF6""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/1232512090658742272\/Ryha1Ki2normal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/1232512090658742272\/Ryha1Ki2normal.jpg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/1232511843991740416\/1582739252""""defaultprofile"":true""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""quotedstatusid"":1338272124213944321""quotedstatusidstr"":""1338272124213944321""""quotedstatus"":""createdat"":""Sun Dec 13 23:58:32 +0000 2020""""id"":1338272124213944321""idstr"":""1338272124213944321"""
Mon Dec 14 17:15:08 +0000 2020, LincolnsBible: I have this thought regularly and it always brightens my day.\n\nDonald Trump Has Hidden Evidence Of His Crimes For Years\u2026
Mon Dec 14 17:15:08 +0000 2020, 9NEWSNANCY: China has PURCHASED the DNA of many Americans so that they can create a bio-weapon that targets only Americans.\n\nDominion v\u2026
Mon Dec 14 17:15:08 +0000 2020, gregkellyusa: When it came to the HUNTER BIDEN Emails foxnews only did the DENIALS. Without DETAILING the allegations!  Why ? To prot\u2026
Mon Dec 14 17:15:08 +0000 2020, nowthisnews: PA ELECTORS VOTE: Electoral College electors nationwide are gathering in their respective state capitals to cast their vot\u2026
Mon Dec 14 17:15:08 +0000 2020, LATiffani1: FACTS: Joe Biden sold his office his country to communist China for billions in cash. DNC\/Corp media buried this treason\u2026
Mon Dec 14 17:15:08 +0000 2020, sgrubermiller: Iowa's six electors cast their votes for President Donald Trump and Vice President Mike Pence this morning as Joe Biden\u2026
Mon Dec 14 17:15:08 +0000 2020, JimJordan: If Joe Biden had nothing to do with Hunter Biden\u2019s business dealings then why did Hunter request that his dad have a key t\u2026
Mon Dec 14 17:15:08 +0000 2020, ZekeJMiller: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump\u2019s attempt to overturn his loss to Democrat Joe Biden in t\u2026
Mon Dec 14 17:15:08 +0000 2020, JimJordan: If Joe Biden had nothing to do with Hunter Biden\u2019s business dealings then why did Hunter request that his dad have a key t\u2026
Mon Dec 14 17:15:08 +0000 2020, MajorPatriot: Today the electoral college meets to elect Joe Biden and I couldn't be more excited.\n\nThis is the best movie I've ever ev\u2026
Mon Dec 14 17:15:09 +0000 2020, kylegriffin1: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump's attempt to overturn his loss to Democrat Joe Biden in\u2026
Mon Dec 14 17:15:08 +0000 2020,"Are there two Joe Biden's? Cause I think there is look at the ears. Trump2020 BidenCheated2020 FoxNews\u2026 https:\/\/t.co\/iUbbVtAdDi""""displaytextrange"":0140""source"":""\u003ca href=\""http:\/\/twitter.com\/download\/android\"" rel=\""nofollow\""\u003eTwitter for Android\u003c\/a\u003e""""truncated"":true""inreplytostatusid"":null""inreplytostatusidstr"":null""inreplytouserid"":null""inreplytouseridstr"":null""inreplytoscreenname"":null""user"":""id"":1284749816841601025""idstr"":""1284749816841601025""""name"":""Kevin Slater""""screenname"":""countryguy0812""""location"":""Wisconsin USA""""url"":null""description"":""laid back guy being positive in this dark cruel world.""""translatortype"":""none""""protected"":false""verified"":false""followerscount"":12""friendscount"":142""listedcount"":0""favouritescount"":21""statusescount"":20""createdat"":""Sun Jul 19 07:20:20 +0000 2020""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""F5F8FA""""profilebackgroundimageurl"":""""""profilebackgroundimageurlhttps"":""""""profilebackgroundtile"":false""profilelinkcolor"":""1DA1F2""""profilesidebarbordercolor"":""C0DEED""""profilesidebarfillcolor"":""DDEEF6""""profiletextcolor"":""333333""""profileusebackgroundimage"":true""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/1334414858599751681\/onwxEbmtnormal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/1334414858599751681\/onwxEbmtnormal.jpg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/1284749816841601025\/1606984291""""defaultprofile"":true""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""extendedtweet"":""fulltext"":""Are there two Joe Biden's? Cause I think there is look at the ears. Trump2020 BidenCheated2020 FoxNews BidenWillNeverBePresident https:\/\/t.co\/R9I6HLR2oN""""displaytextrange"":0132""entities"":""hashtags"":""text"":""Trump2020""""indices"":6878""text"":""BidenCheated2020""""indices"":7996""text"":""FoxNews""""indices"":97105""text"":""BidenWillNeverBePresident""""indices"":106132""urls"":""usermentions"":""symbols"":""media"":""id"":1338532989005950976""idstr"":""1338532989005950976""""indices"":133156""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsqWHXcAApiN5.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsqWHXcAApiN5.jpg""""url"":""https:\/\/t.co\/R9I6HLR2oN""""displayurl"":""pic.twitter.com\/R9I6HLR2oN""""expandedurl"":""https:\/\/twitter.com\/countryguy0812\/status\/1338532993263144960\/photo\/1""""type"":""photo""""sizes"":""large"":""w"":1080""h"":605""resize"":""fit""""thumb"":""w"":150""h"":150""resize"":""crop""""small"":""w"":680""h"":381""resize"":""fit""""medium"":""w"":1080""h"":605""resize"":""fit""""id"":1338532991291756546""idstr"":""1338532991291756546""""indices"":133156""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsqeoWEAIjPqY.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsqeoWEAIjPqY.jpg""""url"":""https:\/\/t.co\/R9I6HLR2oN""""displayurl"":""pic.twitter.com\/R9I6HLR2oN""""expandedurl"":""https:\/\/twitter.com\/countryguy0812\/status\/1338532993263144960\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":1080""h"":577""resize"":""fit""""small"":""w"":680""h"":363""resize"":""fit""""medium"":""w"":1080""h"":577""resize"":""fit""""extendedentities"":""media"":""id"":1338532989005950976""idstr"":""1338532989005950976""""indices"":133156""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsqWHXcAApiN5.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsqWHXcAApiN5.jpg""""url"":""https:\/\/t.co\/R9I6HLR2oN""""displayurl"":""pic.twitter.com\/R9I6HLR2oN""""expandedurl"":""https:\/\/twitter.com\/countryguy0812\/status\/1338532993263144960\/photo\/1""""type"":""photo""""sizes"":""large"":""w"":1080""h"":605""resize"":""fit""""thumb"":""w"":150""h"":150""resize"":""crop""""small"":""w"":680""h"":381""resize"":""fit""""medium"":""w"":1080""h"":605""resize"":""fit""""id"":1338532991291756546""idstr"":""1338532991291756546""""indices"":133156""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsqeoWEAIjPqY.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsqeoWEAIjPqY.jpg""""url"":""https:\/\/t.co\/R9I6HLR2oN""""displayurl"":""pic.twitter.com\/R9I6HLR2oN""""expandedurl"":""https:\/\/twitter.com\/countryguy0812\/status\/1338532993263144960\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":1080""h"":577""resize"":""fit""""small"":""w"":680""h"":363""resize"":""fit""""medium"":""w"":1080""h"":577""resize"":""fit""""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""text"":""Trump2020""""indices"":6878""text"":""BidenCheated2020""""indices"":7996""text"":""FoxNews""""indices"":97105""urls"":""url"":""https:\/\/t.co\/iUbbVtAdDi""""expandedurl"":""https:\/\/twitter.com\/i\/web\/status\/1338532993263144960""""displayurl"":""twitter.com\/i\/web\/status\/1\u2026""""indices"":107130""usermentions"":""symbols"":""favorited"":false""retweeted"":false""possiblysensitive"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966108991"""
Mon Dec 14 17:15:09 +0000 2020, kylegriffin1: MADISON Wis. (AP) \u2014 Wisconsin Supreme Court rules against Trump's attempt to overturn his loss to Democrat Joe Biden in\u2026
Mon Dec 14 17:15:09 +0000 2020, Ramnier: \u00bfSi se certifica hoy a Joe Biden como ganador de los votos del Colegio Electoral es definitiva su victoria? No para que sea\u2026
Mon Dec 14 17:15:09 +0000 2020, ToscaAusten: The Obama reboot PLAN.\nOn video. \nObama: \u201cLook. I have always said if I could make an arrangement. If I could have a fron\u2026
Mon Dec 14 17:15:09 +0000 2020, kylegriffin1: So Joe Biden just won Wisconsin again.
Mon Dec 14 17:15:09 +0000 2020, sbauerAP: BREAKING:\n\nWisconsin Supreme Court rules against Trump\u2019s attempt to overturn his loss to Democrat Joe Biden in the state
Mon Dec 14 17:15:09 +0000 2020,difference of 10457 votes: How many  dead voted under age  illegals non citizens double voting etc:\n\nVote coun\u2026 https:\/\/t.co\/9Lp5FA2q9F
Mon Dec 14 17:15:09 +0000 2020, opinionleft: Do NYT even read their own newspaper https:\/\/t.co\/Cr2M1PGQ9c https:\/\/t.co\/H5IitHzYZt
Mon Dec 14 17:15:09 +0000 2020,I cannot believe I am watching the Pennsylvania portion to the Electoral College meet just so I can watch Joe Biden win PA. Again.
Mon Dec 14 17:15:09 +0000 2020,No and why would they they\u2019re in bed with Chinese Communists too!!
Mon Dec 14 17:15:09 +0000 2020, CSinclairtv: Bill Clinton Joe Biden and Andrew Cuomo. So far NO talk in the media about the credible allegations surrounding NYGovC\u2026
Mon Dec 14 17:15:10 +0000 2020, JeffLatham7: Is Joe Biden REALLY stupid enough to get on national television tonight and accept the OFFICIAL role of leader of the elec\u2026
Mon Dec 14 17:15:10 +0000 2020, MajorPatriot: Joe Biden's lawyers should probably go over his speech with a fine toothed comb before he gives it tonight.
Mon Dec 14 17:15:10 +0000 2020," MattNegrin: For media outlets that love saying \""Facts First\"" making an official news poll ask people whether they believe something th\u2026"
Mon Dec 14 17:15:10 +0000 2020, MajorPatriot: Today the electoral college meets to elect Joe Biden and I couldn't be more excited.\n\nThis is the best movie I've ever ev\u2026
Mon Dec 14 17:15:10 +0000 2020,"Happening now: KY\u2019s 8 electors are filling out their ballots to officially vote for President Donald Trump and VP M\u2026 https:\/\/t.co\/l3nfl0GbEy""""displaytextrange"":0140""source"":""\u003ca href=\""http:\/\/twitter.com\/download\/iphone\"" rel=\""nofollow\""\u003eTwitter for iPhone\u003c\/a\u003e""""truncated"":true""inreplytostatusid"":1338531211988254727""inreplytostatusidstr"":""1338531211988254727""""inreplytouserid"":369298441""inreplytouseridstr"":""369298441""""inreplytoscreenname"":""KarolinaBuczek""""user"":""id"":369298441""idstr"":""369298441""""name"":""Karolina Buczek""""screenname"":""KarolinaBuczek""""location"":""Lexington KY""""url"":""http:\/\/lex18.com""""description"":""LEX18News political reporter  Syracuse alumna  Olive\u2019s mom \ud83d\udc36  NYC kid  HUGE Cuse fan \ud83c\udf4a Yes I like UK too\ud83d\ude3c""""translatortype"":""none""""protected"":false""verified"":true""followerscount"":1403""friendscount"":433""listedcount"":42""favouritescount"":665""statusescount"":5893""createdat"":""Wed Sep 07 03:30:50 +0000 2011""""utcoffset"":null""timezone"":null""geoenabled"":false""lang"":null""contributorsenabled"":false""istranslator"":false""profilebackgroundcolor"":""000000""""profilebackgroundimageurl"":""http:\/\/abs.twimg.com\/images\/themes\/theme14\/bg.gif""""profilebackgroundimageurlhttps"":""https:\/\/abs.twimg.com\/images\/themes\/theme14\/bg.gif""""profilebackgroundtile"":false""profilelinkcolor"":""FF691F""""profilesidebarbordercolor"":""000000""""profilesidebarfillcolor"":""000000""""profiletextcolor"":""000000""""profileusebackgroundimage"":false""profileimageurl"":""http:\/\/pbs.twimg.com\/profileimages\/848717039367802880\/2TZ7urz7normal.jpg""""profileimageurlhttps"":""https:\/\/pbs.twimg.com\/profileimages\/848717039367802880\/2TZ7urz7normal.jpg""""profilebannerurl"":""https:\/\/pbs.twimg.com\/profilebanners\/369298441\/1563222461""""defaultprofile"":false""defaultprofileimage"":false""following"":null""followrequestsent"":null""notifications"":null""geo"":null""coordinates"":null""place"":null""contributors"":null""isquotestatus"":false""extendedtweet"":""fulltext"":""Happening now: KY\u2019s 8 electors are filling out their ballots to officially vote for President Donald Trump and VP Mike Pence on behalf of the people of KY. \n\nPresident-elect Joe Biden and VP-elect Kamala Harris won nationally but the GOP won KY. \n\nLEX18News https:\/\/t.co\/TlhD6g8Z5i""""displaytextrange"":0259""entities"":""hashtags"":""urls"":""usermentions"":""screenname"":""LEX18News""""name"":""LEX 18 News""""id"":23489273""idstr"":""23489273""""indices"":249259""symbols"":""media"":""id"":1338532981015797760""idstr"":""1338532981015797760""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4WXYAAyMwx.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4WXYAAyMwx.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""id"":1338532981036740610""idstr"":""1338532981036740610""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4bW8AIDWaH.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4bW8AIDWaH.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""id"":1338532981024153605""idstr"":""1338532981024153605""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4YW4AU7PNl.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4YW4AU7PNl.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""id"":1338532981028364294""idstr"":""1338532981028364294""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4ZXIAYfZnA.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4ZXIAYfZnA.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""extendedentities"":""media"":""id"":1338532981015797760""idstr"":""1338532981015797760""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4WXYAAyMwx.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4WXYAAyMwx.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""id"":1338532981036740610""idstr"":""1338532981036740610""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4bW8AIDWaH.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4bW8AIDWaH.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""id"":1338532981024153605""idstr"":""1338532981024153605""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4YW4AU7PNl.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4YW4AU7PNl.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""id"":1338532981028364294""idstr"":""1338532981028364294""""indices"":260283""mediaurl"":""http:\/\/pbs.twimg.com\/media\/EpNsp4ZXIAYfZnA.jpg""""mediaurlhttps"":""https:\/\/pbs.twimg.com\/media\/EpNsp4ZXIAYfZnA.jpg""""url"":""https:\/\/t.co\/TlhD6g8Z5i""""displayurl"":""pic.twitter.com\/TlhD6g8Z5i""""expandedurl"":""https:\/\/twitter.com\/KarolinaBuczek\/status\/1338532997755269122\/photo\/1""""type"":""photo""""sizes"":""thumb"":""w"":150""h"":150""resize"":""crop""""large"":""w"":2048""h"":1536""resize"":""fit""""medium"":""w"":1200""h"":900""resize"":""fit""""small"":""w"":680""h"":510""resize"":""fit""""quotecount"":0""replycount"":0""retweetcount"":0""favoritecount"":0""entities"":""hashtags"":""urls"":""url"":""https:\/\/t.co\/l3nfl0GbEy""""expandedurl"":""https:\/\/twitter.com\/i\/web\/status\/1338532997755269122""""displayurl"":""twitter.com\/i\/web\/status\/1\u2026""""indices"":117140""usermentions"":""symbols"":""favorited"":false""retweeted"":false""possiblysensitive"":false""filterlevel"":""low""""lang"":""en""""timestampms"":""1607966110062"""
Mon Dec 14 17:15:10 +0000 2020, kylegriffin1: Joe Biden will be president in 37 days.
Mon Dec 14 17:15:10 +0000 2020, EpochTimes: Michigan will soon publish the ForensicAudit results of 22 VotingMachines from DominionVotingSystems.\n\nThe Audit came\u2026
Mon Dec 14 17:15:10 +0000 2020, ScottAdamsSays: Things we know for sure:\n\n1. Joe Biden ran for president because he fell for the Fine People Hoax -- the most debunked\u2026
Mon Dec 14 17:15:10 +0000 2020," EmeraldRobinson: July: Klaus Schwab of World Economic Forum warns of cyberattack \""pandemic\"" to disrupt global supply chains.\n\nOctober:\u2026"
Mon Dec 14 17:15:10 +0000 2020, PollPolitics: NEW YORK: Former President Bill Clinton and Secretary of State Hillary Clinton among electors who will be voting for Joe\u2026
Mon Dec 14 17:15:10 +0000 2020, JiPredicciones: As\u00ed van las cosas en las EleccionesUSA2020
Mon Dec 14 17:15:10 +0000 2020, grantstern: The Electoral College is meeting in all 50 states to cement President-elect Joe Biden's win for all time but Stephen Mille\u2026
Mon Dec 14 17:15:10 +0000 2020,"Gov. Kevin Stitt in answering \""yes\"" when asked if he acknowledges that Democrat Joe Biden won the presidential ele\u2026 https:\/\/t.co\/jqSYMJbvTr"
Mon Dec 14 17:15:11 +0000 2020, JimJordan: If Joe Biden had nothing to do with Hunter Biden\u2019s business dealings then why did Hunter request that his dad have a key t\u2026
Mon Dec 14 17:15:11 +0000 2020, RudyGiuliani: Doesn't the MSM care that Joe Biden was in a business partnership with the Chinese Communists?
Mon Dec 14 17:15:11 +0000 2020," RealSpikeCohen: Donald Trump's ATF raided Polymer80 for selling \""build it yourself\"" kits.\n\n\""The most 2nd amendment friendly president e\u2026"
Mon Dec 14 17:15:11 +0000 2020, EmeraldRobinson: It's now confirmed that Dominion Voting Systems switched votes to Joe Biden in Antrim County Michigan. Here's the evi\u2026
Mon Dec 14 17:15:11 +0000 2020, SocialistMMA: Why is it ok that Joe Biden wants to keep schools open during the Covid-19 surge?
